eid,w,o10,s1000
2295,0,220,-124
2295,0,1414,195
2295,1,20,-311
2296,0,255,-78
2296,1,13,-348
2296,0,105,-214
2296,0,34,-157
2296,0,2326,-6
2296,0,2544,90
2296,0,554,-172
2296,0,427,-127
2296,0,601,97
2297,1,33,-279
2297,0,235,-285
2297,0,133,1
2297,0,40,-57
2298,0,124,115
2298,0,1674,528
2298,0,565,-16
2298,0,212,6
2298,0,703,-67
2298,0,2952,259
2298,0,197,-116
2298,0,140,-21
2298,0,55,-82
2299,0,55,-37
2299,0,296,-160
2299,0,158,-49
2299,0,58,-98
2299,0,1804,101
2299,0,2309,188
2299,0,686,82
2299,0,1173,118
2299,0,708,-147
2299,0,398,-64
2300,0,84,171
2300,1,40,-196
2300,0,169,-17
2300,0,244,134
2300,0,197,331
2300,0,281,-35
2300,0,794,-40
2300,0,45,-7
2300,0,340,5
2300,0,27,-43
2300,0,185,-70
2300,0,636,115
2301,0,56,-273
2301,0,46,-67
2301,0,78,-18
2301,0,1343,200
2301,0,1840,484
2301,0,183,-89
2301,0,568,-31
2301,0,123,-46
2301,0,560,205
2301,1,20,-275
2301,0,569,-45
2301,0,222,-9
2302,0,5465,157
2302,0,42,-159
2302,0,723,-45
2302,1,28,-178
2302,0,3145,373
2302,0,594,-70
2302,0,3442,94
2303,0,468,-53
2303,0,268,-198
2303,0,3241,395
2303,0,631,15
2303,0,1100,15
2303,0,47,-134
2303,0,48,17
2303,0,77,-97
2303,0,1634,-64
2303,0,886,448
2303,1,23,-176
2304,0,3707,467
2304,0,4332,136
2304,0,4841,421
2304,0,64,-120
2304,0,996,81
2304,0,1049,-51
2304,0,93,-195
2304,0,85,-123
2304,0,34,-196
2304,0,348,-72
2304,1,20,-120
2304,0,234,8
2305,0,88,-285
2305,0,55,-216
2305,0,34,-206
2305,0,1070,-81
2305,0,3824,156
2305,0,284,21
2305,0,2109,98
2305,0,1999,318
2305,1,18,-19
2305,0,412,-87
2305,0,356,-127
2306,0,2266,201
2306,0,138,-200
2306,0,768,114
2306,0,48,-70
2306,0,24,-108
2306,0,930,-1
2306,1,38,-287
2306,0,90,48
2306,0,1269,85
2306,0,3155,274
2306,0,1980,7
2306,0,68,-189
2307,0,3454,430
2307,0,733,205
2307,0,865,179
2307,0,1187,103
2307,0,150,-208
2307,0,175,-308
2307,0,495,163
2307,0,78,-100
2307,1,16,-284
2307,0,32,-154
2307,0,242,342
2308,0,55,-189
2308,0,1314,196
2308,0,43,-89
2308,1,22,-133
2308,0,48,-45
2308,0,70,16
2308,0,657,139
2308,0,406,296
2309,0,221,41
2309,0,734,122
2309,0,1474,166
2309,0,246,-168
2309,0,191,-173
2309,0,432,-17
2309,0,310,-34
2309,1,52,-147
2309,0,491,32
2309,0,16,-147
2309,0,48,-234
2310,0,985,420
2310,0,25,-328
2310,0,527,-128
2310,0,27,-45
2310,1,928,50
2310,0,231,-208
2310,0,116,-55
2310,0,215,-76
2310,0,234,-180
2310,0,45,-158
2310,0,2209,8
2310,0,1535,-7
2311,0,25,-80
2311,0,528,-61
2311,1,168,-131
2311,0,30,20
2311,0,87,-151
2311,0,88,-201
2311,0,230,-165
2311,0,1184,-3
2311,0,1601,295
2311,0,1983,-247
2311,0,673,22
2311,0,352,-22
2311,0,186,-218
2312,0,915,-148
2312,0,1039,-91
2312,0,71,-160
2312,0,103,-174
2312,0,1264,130
2312,0,41,-32
2312,0,1606,7
2312,1,29,-60
2312,0,415,-116
2312,0,802,188
2312,0,4797,148
2313,0,237,-88
2313,1,25,-364
2313,0,362,-27
2313,0,1366,147
2313,0,3309,331
2313,0,23,-249
2313,0,377,2
2313,0,79,-220
2314,0,213,-206
2314,0,1459,-42
2314,0,80,-32
2314,0,88,34
2314,0,1161,-50
2314,0,4161,236
2314,0,556,50
2314,0,1146,-54
2314,1,40,-207
2314,0,25,-253
2314,0,2085,512
2314,0,499,216
2314,0,83,-22
2314,0,173,228
2315,0,1416,150
2315,0,125,103
2315,0,163,62
2315,0,16,-270
2315,0,1208,259
2315,0,46,-129
2315,1,55,-232
2316,0,39,-82
2316,0,23,-293
2316,0,74,-139
2316,0,866,76
2316,0,932,-3
2316,0,376,-7
2316,0,2273,173
2316,0,2764,290
2316,0,240,183
2316,0,1497,119
2316,0,1043,-67
2316,0,211,-172
2317,0,5798,28
2317,0,129,-126
2317,0,977,258
2317,0,246,-56
2317,0,1337,-193
2317,0,4893,156
2317,0,96,1
2317,0,394,-45
2317,1,31,-279
2317,0,17,-181
2317,0,863,134
2317,0,1390,-197
2317,0,900,141
2318,0,499,-203
2318,0,58,-169
2318,0,28,-334
2318,0,2030,38
2318,0,6141,218
2318,0,17,-451
2318,0,370,-232
2318,1,273,-163
2318,0,1622,-90
2318,0,312,-3
2318,0,1958,372
2319,0,49,-52
2319,0,1190,-142
2319,1,120,-262
2319,0,231,-224
2319,0,2466,-12
2319,0,103,-77
2319,0,21,-345
2319,0,327,-75
2319,0,172,-15
2319,0,102,-26
2320,0,59,-139
2320,0,121,-25
2320,0,39,-84
2320,0,81,-81
2320,0,388,383
2320,0,3090,-14
2320,0,1014,164
2320,0,1583,-65
2320,0,4302,213
2320,0,66,-45
2320,0,34,-205
2320,0,2701,193
2320,1,419,144
2321,0,66,-143
2321,0,25,-363
2321,0,1021,288
2321,0,2427,16
2321,0,1557,-90
2321,0,178,-125
2321,0,79,-96
2321,0,76,-95
2321,0,466,83
2321,0,2075,-144
2321,0,37,-237
2321,0,615,-155
2322,0,226,-43
2322,1,17,-427
2322,0,96,-125
2322,0,3682,278
2322,0,510,-247
2322,0,822,-113
2322,0,2832,-198
2322,0,2732,83
2322,0,605,-55
2322,0,1141,-4
2322,0,54,-314
2322,0,90,-99
2322,0,367,-146
2322,0,422,309
2322,0,112,-213
2324,0,18,-28
2324,0,153,451
2325,0,40,-175
2325,0,486,87
2325,0,959,164
2325,0,113,120
2325,0,411,87
2325,0,2032,543
2325,0,193,-97
2325,1,12,43
2325,0,457,-19
2326,0,97,138
2326,0,348,-9
2326,0,157,-30
2326,0,1437,492
2326,0,1378,125
2326,0,107,-109
2326,0,17,-159
2326,1,26,-102
2326,0,706,-44
2327,0,180,65
2327,0,143,-16
2327,0,154,-52
2327,0,13,-180
2327,0,266,87
2327,0,795,-77
2327,1,69,-70
2327,0,141,-57
2327,0,256,-35
2327,0,768,179
2328,0,3775,465
2328,0,2176,-105
2328,0,162,10
2328,0,201,52
2328,0,2102,101
2328,0,84,-178
2328,0,3366,312
2328,1,22,-80
2328,0,24,306
2328,0,63,-197
2329,1,98,-182
2329,0,1464,261
2329,0,394,-85
2329,0,44,-190
2329,0,960,-67
2329,0,2655,485
2329,0,512,76
2329,0,53,-39
2330,0,167,246
2330,0,1896,439
2330,0,44,99
2330,0,268,192
2330,0,154,112
2330,0,219,343
2330,0,18,-11
2330,1,37,-111
2331,0,1145,558
2331,0,1165,124
2331,1,131,-43
2331,0,328,64
2331,0,171,126
2331,0,42,-15
2331,0,507,166
2331,0,221,75
2331,0,39,-52
2332,0,912,151
2332,0,621,-134
2332,0,49,-273
2332,0,127,182
2332,1,20,-138
2332,0,56,-108
2333,0,418,-109
2333,0,22,-125
2333,0,84,-176
2333,0,834,579
2333,0,300,4
2333,0,244,-77
2333,0,141,181
2333,1,19,-355
2334,0,18,-106
2334,0,552,-35
2334,0,196,18
2334,0,446,97
2334,0,39,36
2334,1,665,343
2334,0,526,-18
2334,0,62,98
2335,0,120,-91
2335,0,158,-89
2335,0,1693,-45
2335,0,1630,41
2335,0,21,-277
2335,0,2793,99
2335,0,1034,-122
2335,0,463,0
2335,0,422,-95
2336,0,233,-271
2336,0,408,-159
2336,0,48,-226
2336,0,4830,-32
2336,0,215,-99
2336,0,6763,376
2336,0,1443,257
2336,0,136,-397
2336,0,443,-80
2336,0,176,-60
2336,0,1357,-55
2337,0,72,-56
2337,0,95,-180
2339,0,98,-62
2339,0,371,-213
2339,0,3649,-119
2339,0,290,-325
2339,0,5516,160
2339,0,4865,-128
2339,0,2098,-240
2339,0,1045,13
2339,0,1118,-148
2340,1,64,-48
2340,0,28,-254
2340,0,62,-141
2341,0,241,-177
2341,0,64,-121
2341,0,39,-257
2342,0,166,-81
2342,0,137,-200
2342,1,69,-90
2342,0,2441,27
2342,0,118,-179
2343,0,395,-118
2343,0,495,-154
2343,0,917,-32
2344,0,21,-246
2344,0,927,52
2344,0,2119,375
2344,1,39,-339
2344,0,452,55
2344,0,2672,-16
2344,0,745,-1
2344,0,79,-296
2345,0,2888,-262
2345,0,1556,20
2345,0,1468,211
2345,0,882,-77
2345,0,1673,-229
2345,0,251,-171
2345,0,857,-225
2346,0,178,-110
2346,0,30,-360
2346,0,75,-204
2346,0,271,-263
2346,0,203,-166
2346,0,2398,-94
2347,0,3757,72
2347,0,443,91
2347,0,22,-289
2347,0,1226,-37
2347,0,56,-223
2347,0,165,-141
2347,0,904,-306
2347,0,167,-93
2347,0,651,-11
2348,0,617,-108
2348,0,114,85
2348,0,3073,496
2348,0,740,-228
2348,0,43,-49
2348,0,62,106
2348,1,31,-98
2348,0,6141,-88
2348,0,5363,-4
2348,0,205,-105
2348,0,4813,316
2348,0,3529,286
2349,0,687,160
2349,0,165,-78
2349,0,999,-265
2349,0,2706,-28
2349,1,47,-154
2349,0,771,60
2349,0,18,-174
2349,0,57,-209
2351,0,4830,-77
2351,0,689,-59
2351,0,2583,-226
2351,0,72,-238
2351,0,312,-137
2351,0,114,-106
2351,0,162,-86
2351,0,2807,-43
2351,0,853,-133
2351,0,1971,-121
2351,0,137,188
2352,0,97,-253
2352,0,828,-46
2352,0,138,-222
2352,0,1485,142
2352,0,108,-17
2352,0,1673,134
2352,0,186,-52
2352,0,270,-34
2352,0,26,-264
2353,0,392,-42
2353,0,3459,-46
2353,0,28,-256
2353,0,47,-91
2353,0,747,-16
2353,0,3796,154
2353,0,395,-104
2353,0,2135,-17
2354,1,53,-102
2354,0,571,-85
2354,0,1357,-170
2354,0,69,-197
2354,0,380,24
2354,0,18,-178
2354,0,2148,-98
2355,0,231,52
2355,0,1305,-33
2356,0,287,65
2356,0,139,-270
2356,0,309,-236
2356,0,1588,-4
2356,0,47,-132
2356,0,56,-197
2356,0,88,348
2356,0,416,-149
2357,0,3861,-201
2357,0,364,-260
2357,0,544,47
2357,0,1585,-188
2357,0,332,-39
2357,0,1147,333
2358,1,46,-16
2358,0,1286,-181
2358,0,308,95
2358,0,753,105
2358,0,1059,-48
2358,0,111,-140
2358,0,200,-155
2358,0,56,-130
2358,0,199,-216
2359,0,57,-90
2359,0,247,-159
2359,0,1877,-147
2359,0,2182,108
2359,0,1374,-82
2359,0,94,-137
2359,0,318,64
2359,0,196,-95
2359,0,51,-98
2359,0,522,-96
2359,0,1192,201
2359,0,342,-102
2360,0,132,25
2360,1,25,-106
2360,0,26,-211
2360,0,352,-254
2360,0,1095,-98
2360,0,4757,218
2360,0,1323,101
2360,0,1241,111
2360,0,230,42
2361,1,32,-334
2361,0,1341,115
2361,0,36,-152
2361,0,161,33
2361,0,122,34
2361,0,53,-108
2362,0,424,-19
2362,0,77,-96
2362,0,592,639
2362,0,168,-53
2362,0,64,-62
2363,0,981,714
2363,0,264,77
2363,0,52,-82
2363,0,341,-149
2363,0,421,90
2364,0,1018,-174
2364,0,51,-68
2364,0,1102,-135
2364,0,361,-94
2364,0,525,-41
2364,0,823,-273
2364,0,1683,-43
2364,1,50,-182
2364,0,92,-172
2364,0,23,-160
2364,0,297,-176
2365,0,171,61
2365,0,1424,-38
2365,0,27,-109
2365,0,55,-256
2365,0,143,-15
2365,1,199,-171
2365,0,46,-119
2365,0,66,-8
2365,0,3181,506
2365,0,604,263
2366,0,99,-53
2366,0,435,91
2366,1,22,-157
2366,0,2432,110
2366,0,3236,224
2366,0,53,-75
2366,0,1455,37
2366,0,112,-81
2366,0,172,-184
2366,0,58,-134
2366,0,675,-214
2367,0,88,-110
2367,0,2313,-29
2367,0,189,-192
2367,0,57,-136
2367,0,221,-146
2367,0,323,-75
2367,0,3401,-9
2367,0,120,-56
2367,0,493,-150
2367,0,366,-85
2368,1,48,59
2368,0,100,36
2368,0,228,-266
2368,0,263,-230
2368,0,138,-34
2368,0,238,-40
2368,0,262,-153
2368,0,47,85
2368,0,474,243
2368,0,28,-70
2369,0,551,-86
2369,0,38,-191
2369,1,157,-199
2369,0,30,-41
2369,0,57,-1
2369,0,95,-60
2369,0,36,-43
2370,0,963,-110
2370,0,299,16
2370,0,1038,-88
2370,0,705,-127
2370,0,346,-263
2370,0,37,-92
2370,0,255,38
2370,0,49,-233
2370,1,28,-196
2370,0,227,-6
2371,1,54,-36
2371,0,45,-174
2371,0,209,66
2371,0,67,-44
2371,0,151,7
2371,0,408,-40
2371,0,19,-351
2371,0,857,187
2371,0,798,381
2371,0,433,92
2372,0,343,15
2372,0,24,-163
2372,0,261,-68
2372,0,900,7
2372,0,365,56
2372,0,28,-159
2372,0,273,2
2372,0,503,-24
2372,0,464,24
2372,1,31,-143
2373,0,352,-68
2373,0,32,-249
2373,0,237,44
2373,0,108,81
2373,0,480,120
2373,0,1390,14
2373,1,33,-241
2373,0,44,-194
2373,0,150,130
2373,0,74,84
2373,0,808,103
2374,0,76,-215
2374,0,1167,-57
2374,0,648,286
2374,0,1299,327
2374,1,13,-214
2374,0,274,109
2374,0,141,-135
2374,0,60,-151
2374,0,613,-17
2374,0,977,276
2374,0,486,72
2375,1,25,-36
2375,0,1613,522
2375,0,55,150
2375,0,21,-303
2375,0,1446,120
2376,0,564,5
2376,0,43,-153
2376,1,11,-164
2376,0,1002,216
2376,0,977,473
2376,0,253,34
2376,0,733,17
2376,0,301,108
2376,0,457,78
2376,0,318,-29
2377,0,32,-132
2377,1,16,-186
2377,0,89,-120
2377,0,167,-113
2377,0,2330,161
2377,0,1298,121
2377,0,184,-50
2377,0,347,259
2377,0,822,226
2377,0,629,158
2377,0,411,116
2378,0,432,-33
2378,0,307,57
2378,0,914,31
2378,0,251,129
2378,0,294,57
2378,0,1322,329
2378,1,11,-343
2378,0,55,-56
2378,0,204,133
2379,0,694,241
2379,0,833,63
2379,0,230,-16
2379,0,184,-183
2379,0,1487,144
2379,0,224,7
2379,0,584,276
2379,0,24,-329
2380,0,39,-194
2380,0,59,-17
2380,0,340,168
2380,1,23,-17
2380,0,51,-239
2380,0,55,-113
2381,0,74,-309
2381,1,12,-228
2381,0,619,21
2381,0,1581,503
2381,0,64,-50
2381,0,1131,98
2381,0,2450,178
2382,0,57,-159
2382,0,102,19
2382,0,1112,28
2382,1,26,-213
2382,0,70,-95
2382,0,999,11
2382,0,1128,160
2382,0,421,24
2382,0,815,348
2382,0,47,-193
2382,0,86,-292
2383,0,334,323
2383,0,97,93
2383,1,333,266
2383,0,26,-126
2383,0,41,531
2383,0,151,-12
2383,0,86,149
2383,0,33,55
2384,0,57,26
2384,0,42,0
2384,0,84,72
2384,0,36,-75
2384,0,319,389
2384,0,129,132
2384,1,120,40
2384,0,172,154
2384,0,50,47
2385,1,26,173
2385,0,101,29
2385,0,35,-32
2385,0,114,5
2385,0,127,265
2385,0,165,-57
2385,0,183,-64
2385,0,83,136
2385,0,109,-58
2386,0,109,-77
2386,0,105,-120
2386,0,135,19
2386,1,126,153
2386,0,202,330
2386,0,19,-52
2386,0,122,-18
2386,0,165,-37
2386,0,218,11
2386,0,59,-83
2387,1,12,-342
2387,0,148,-65
2387,0,449,147
2387,0,140,64
2387,0,68,12
2387,0,388,316
2387,0,323,172
2387,0,104,335
2388,0,132,159
2388,0,202,289
2388,0,42,88
2388,0,574,327
2388,0,81,-295
2388,1,44,52
2388,0,112,142
2388,0,58,41
2388,0,38,110
2389,0,128,-96
2389,0,133,-56
2389,0,83,91
2389,0,57,50
2389,0,29,36
2389,1,203,35
2389,0,273,436
2389,0,40,-10
2389,0,78,-16
2390,0,145,45
2390,0,494,285
2390,0,98,-73
2390,0,54,-30
2390,0,53,158
2390,0,75,-26
2390,0,88,229
2390,0,320,179
2390,1,33,26
2390,0,86,86
2391,0,340,-55
2391,0,109,-156
2391,0,79,61
2391,0,80,-117
2391,1,18,159
2391,0,132,180
2391,0,439,-25
2391,0,80,7
2391,0,81,-278
2392,1,82,-189
2392,0,51,-85
2392,0,72,-104
2392,0,79,-204
2392,0,89,6
2392,0,86,172
2392,0,182,285
2392,0,36,-54
2392,0,390,46
2392,0,114,-109
2393,0,369,-6
2393,0,604,328
2393,0,114,178
2393,0,145,15
2393,0,48,-157
2393,0,27,104
2393,1,32,-64
2393,0,94,19
2393,0,150,72
2394,0,36,-142
2394,0,55,21
2394,0,52,135
2394,0,87,-101
2394,0,58,-36
2394,1,39,161
2394,0,152,335
2395,1,47,-208
2395,0,260,-113
2395,0,26,-78
2395,0,157,-148
2395,0,157,-171
2395,0,198,-86
2396,0,336,-179
2396,0,35,-65
2396,0,2190,-235
2396,0,218,-95
2396,0,5388,-211
2396,0,49,-119
2396,0,73,-242
2396,0,3288,-38
2396,0,161,-91
2398,0,19,-126
2398,0,282,-229
2398,0,381,-238
2399,0,3934,-135
2399,0,5329,248
2399,0,4475,-74
2399,0,3183,123
2399,0,739,-122
2399,0,357,-168
2399,0,36,-55
2399,0,5879,190
2399,0,536,-131
2399,0,101,-118
2400,0,104,-164
2400,0,420,-144
2400,0,79,-82
2400,0,290,-55
2400,0,51,-232
2401,0,99,-134
2401,0,121,-152
2401,0,376,71
2401,0,184,-33
2401,1,22,-165
2401,0,753,-219
2401,0,158,80
2401,0,206,-6
2401,0,217,-185
2401,0,76,-225
2401,0,258,-188
2402,1,392,-57
2402,0,220,-125
2402,0,162,-86
2402,0,121,-226
2402,0,46,-38
2403,0,91,-264
2403,0,86,-415
2403,0,780,-145
2403,1,18,-292
2403,0,483,-62
2404,0,95,-279
2404,0,1315,13
2404,1,37,-256
2404,0,651,404
2404,0,1592,58
2404,0,301,-83
2404,0,1604,-138
2405,0,305,-90
2405,0,1415,11
2405,1,43,-410
2405,0,294,-242
2405,0,70,-193
2405,0,906,-38
2406,0,36,-22
2406,0,504,-52
2406,0,504,-200
2406,0,73,-141
2406,0,633,-257
2406,0,57,-223
2406,0,363,-37
2406,0,204,-117
2407,0,34,-126
2407,0,89,-181
2407,0,81,241
2407,0,85,-177
2407,0,4551,-102
2407,0,610,59
2407,0,141,-71
2407,0,119,16
2407,0,514,-218
2407,0,1119,-160
2407,0,1219,36
2408,0,137,-175
2408,0,44,-314
2408,0,244,-4
2408,0,288,31
2408,0,108,-50
2408,0,454,72
2408,0,1189,15
2408,0,2430,-19
2408,0,611,-266
2408,0,642,51
2408,0,2645,245
2408,0,2707,36
2408,0,1816,-96
2408,0,2286,-7
2409,0,2753,-88
2409,0,3090,-165
2409,0,622,-9
2409,0,802,-105
2409,0,35,-33
2409,0,497,-120
2409,0,114,-71
2409,0,6084,153
2409,0,400,381
2409,0,87,-88
2409,0,1009,-11
2409,0,1209,-181
2409,0,47,-97
2409,0,514,-57
2411,0,96,-91
2411,0,6103,209
2411,0,174,-177
2411,0,31,-122
2411,0,45,-263
2411,0,225,-206
2411,0,1173,-206
2411,0,3039,25
2411,0,76,-235
2411,0,6136,-254
2411,0,2031,4
2411,0,1228,-37
2411,0,5200,-120
2412,0,301,-117
2412,0,40,-179
2412,1,31,-195
2412,0,606,-35
2412,0,397,99
2412,0,218,-222
2412,0,49,558
2413,0,34,-193
2413,0,81,-335
2413,0,2417,-34
2413,0,23,-195
2413,0,443,-115
2414,0,2545,13
2414,0,1068,150
2414,0,62,-71
2414,0,1093,133
2414,0,25,-158
2414,1,49,-127
2415,0,46,-111
2415,0,78,-149
2415,0,68,-86
2415,0,425,-88
2415,0,36,-83
2415,0,68,-119
2415,0,82,-163
2416,0,271,-123
2416,0,191,-98
2416,0,107,146
2416,0,84,-130
2416,0,54,-147
2417,0,23,-86
2417,0,129,-72
2417,0,138,-180
2417,0,1837,-96
2417,0,152,-46
2417,0,420,32
2418,0,89,65
2418,0,628,90
2418,0,31,-8
2418,0,551,40
2418,0,66,-88
2418,0,1855,185
2418,1,34,-63
2418,0,179,-93
2418,0,47,-163
2419,1,43,-119
2419,0,617,-50
2419,0,272,159
2419,0,59,-106
2419,0,35,-249
2419,0,328,-30
2419,0,149,33
2419,0,30,-158
2420,0,145,-135
2420,0,37,-144
2420,0,191,-198
2420,0,143,-21
2420,1,27,-157
2421,0,271,-184
2421,0,1352,97
2421,0,121,-21
2421,0,704,-103
2421,1,24,-92
2421,0,30,-50
2421,0,1979,-63
2421,0,353,144
2421,0,184,18
2421,0,84,50
2421,0,982,595
2421,0,82,-69
2422,0,125,-63
2422,0,149,-144
2422,0,65,54
2422,0,464,117
2422,0,96,66
2423,0,915,-224
2423,0,58,-116
2423,1,36,-127
2423,0,1221,-99
2423,0,459,23
2423,0,89,-26
2423,0,92,-65
2423,0,38,-146
2423,0,123,-252
2424,0,1461,-5
2424,0,631,-98
2424,0,59,-119
2424,1,19,-294
2424,0,2777,328
2424,0,70,-7
2424,0,266,-109
2424,0,110,-120
2424,0,52,-31
2424,0,417,7
2425,0,2517,-114
2425,0,61,-184
2425,0,254,-69
2425,0,62,-359
2425,0,197,-89
2425,0,1276,-222
2425,0,543,-18
2425,0,556,-116
2426,0,782,125
2426,0,1509,144
2426,0,1277,134
2426,0,68,-176
2426,0,816,-77
2426,0,67,-91
2426,0,105,21
2426,0,124,-291
2426,1,23,-201
2427,0,239,-20
2427,0,2576,-34
2427,0,393,301
2427,0,66,-163
2427,0,374,-53
2427,0,1740,-19
2427,0,2203,-42
2427,0,28,-172
2427,1,65,-304
2427,0,35,-196
2427,0,191,-218
2428,0,551,-58
2428,0,88,-107
2428,0,1653,-110
2428,0,44,-24
2428,0,126,-127
2428,0,439,190
2428,0,120,-99
2428,1,100,-27
2428,0,80,-62
2428,0,40,-117
2428,0,1792,94
2428,0,89,-114
2428,0,1512,-66
2428,0,93,-151
2429,0,176,-113
2429,0,103,105
2429,0,44,-214
2429,0,91,46
2429,0,266,-10
2429,0,127,-185
2429,0,179,-311
2429,0,320,-250
2429,0,233,-146
2429,0,321,-34
2430,0,294,-118
2430,0,65,-159
2430,0,126,-89
2430,0,145,-55
2430,1,32,-213
2430,0,102,-23
2430,0,135,-91
2430,0,155,-116
2430,0,374,312
2431,0,1645,268
2431,0,1298,253
2431,0,712,51
2431,0,80,-41
2431,0,669,-125
2431,1,12,-263
2431,0,52,-21
2431,0,741,57
2431,0,1178,-25
2432,1,18,-52
2432,0,2890,10
2432,0,393,-22
2432,0,441,54
2432,0,204,272
2432,0,1335,341
2433,0,208,287
2433,0,2960,166
2433,1,16,-327
2433,0,1863,233
2433,0,294,-154
2433,0,77,-137
2433,0,24,-96
2434,0,1959,147
2434,0,212,-87
2434,0,62,-97
2434,0,384,-195
2434,0,138,-280
2434,0,552,-155
2434,0,139,-113
2434,1,31,-342
2434,0,20,-315
2434,0,2667,85
2434,0,813,-238
2435,0,493,-87
2435,0,1510,147
2435,0,1328,344
2435,0,795,44
2435,0,4781,171
2435,0,2935,266
2435,0,579,80
2435,0,2319,-41
2435,0,1656,-28
2435,1,17,-274
2436,1,89,191
2436,0,44,-207
2436,0,67,-14
2436,0,446,107
2436,0,550,102
2436,0,2801,154
2436,0,16,149
2436,0,747,256
2436,0,3319,97
2436,0,1550,142
2437,0,532,-63
2437,0,494,55
2437,0,1045,-184
2437,0,74,-304
2437,0,194,-187
2437,0,1516,-40
2437,1,24,-278
2437,0,26,-214
2437,0,52,-50
2437,0,298,-70
2437,0,896,-44
2438,0,12,-327
2438,0,992,135
2438,1,54,-224
2438,0,72,-290
2438,0,111,27
2438,0,465,405
2439,0,406,34
2439,0,98,-27
2439,0,130,122
2439,0,73,-42
2439,1,46,172
2439,0,207,-164
2439,0,60,-118
2439,0,88,7
2439,0,120,-70
2439,0,109,-94
2439,0,121,-231
2439,0,90,-182
2440,0,990,246
2440,0,263,76
2440,0,109,-78
2440,0,14,-184
2440,0,1531,214
2440,1,70,52
2440,0,62,-243
2440,0,345,168
2440,0,114,-143
2441,0,473,-72
2441,0,280,2
2441,0,410,29
2441,0,411,186
2441,0,325,229
2441,1,10,-336
2441,0,303,300
2441,0,140,100
2442,0,211,7
2442,0,419,62
2442,0,149,17
2442,0,907,-61
2442,0,797,-31
2442,1,10,-245
2442,0,841,319
2442,0,1001,104
2442,0,1124,445
2442,0,1041,40
2442,0,110,-160
2442,0,338,166
2443,0,622,45
2443,0,1335,89
2443,0,566,115
2443,0,1115,-84
2443,0,161,-87
2443,1,16,-257
2443,0,25,-207
2443,0,624,21
2443,0,88,-193
2443,0,1748,80
2443,0,1398,208
2444,0,73,-157
2444,0,420,30
2444,0,2190,338
2444,0,88,-37
2444,0,3000,350
2444,0,405,28
2444,0,2175,226
2444,0,437,-15
2444,0,95,-98
2444,1,16,-134
2444,0,441,191
2445,1,41,-269
2445,0,195,-108
2445,0,12,-278
2445,0,596,242
2445,0,731,234
2445,0,652,44
2445,0,89,-189
2445,0,741,192
2446,0,123,1
2446,0,317,86
2446,0,19,-186
2446,0,48,-54
2446,0,2675,64
2446,0,56,-39
2446,0,1988,178
2446,0,405,583
2446,1,45,177
2447,0,377,-17
2447,0,242,5
2447,0,218,-139
2447,0,3503,165
2447,0,2404,348
2447,1,16,-194
2447,0,71,-122
2447,0,39,-33
2447,0,86,-46
2448,0,1783,228
2448,0,235,61
2448,0,1411,-2
2448,0,1533,6
2448,0,3594,20
2448,0,19,-161
2448,1,105,-110
2448,0,99,-137
2448,0,848,30
2448,0,23,-121
2448,0,1155,76
2448,0,357,-7
2449,0,1387,119
2449,0,812,140
2449,0,449,43
2449,0,338,37
2449,1,29,-265
2449,0,2611,55
2449,0,73,-119
2449,0,217,200
2449,0,22,-286
2449,0,49,-148
2450,0,519,111
2450,0,144,58
2450,0,27,183
2450,0,89,-137
2450,0,31,-188
2450,0,1874,199
2450,0,481,138
2450,1,170,-53
2450,0,2051,44
2450,0,781,111
2450,0,37,97
2451,0,24,-125
2451,0,79,60
2451,0,93,103
2451,0,249,154
2451,0,97,-48
2451,0,680,251
2451,1,55,4
2451,0,39,55
2452,0,191,445
2452,0,59,190
2452,0,220,118
2452,0,24,152
2452,0,48,64
2452,0,116,312
2452,1,35,-70
2453,0,55,140
2453,0,248,218
2453,0,40,8
2453,0,59,-57
2453,1,21,-31
2453,0,133,-62
2453,0,126,274
2454,1,38,68
2454,0,122,189
2454,0,81,38
2454,0,229,310
2454,0,29,69
2454,0,43,-34
2454,0,86,214
2454,0,169,51
2455,0,156,31
2455,0,161,-41
2455,0,149,178
2455,1,34,-167
2455,0,128,48
2455,0,672,270
2455,0,66,-44
2455,0,64,233
2455,0,29,-131
2455,0,281,28
2456,0,266,351
2456,0,47,102
2456,0,321,-65
2456,0,279,-32
2456,0,28,-148
2456,0,330,-64
2456,0,79,108
2456,0,57,-69
2456,1,39,-134
2457,0,343,-33
2457,0,28,-11
2457,0,54,-58
2457,0,103,47
2457,0,42,-121
2457,1,562,298
2457,0,433,11
2457,0,35,-93
2457,0,292,341
2458,0,337,195
2458,1,71,198
2458,0,148,274
2458,0,45,-56
2458,0,56,-77
2458,0,108,116
2458,0,201,-10
2458,0,85,209
2458,0,27,66
2459,0,42,-51
2459,0,266,-155
2459,1,35,-33
2459,0,214,-86
2459,0,78,200
2459,0,578,465
2459,0,35,-31
2459,0,104,-184
2459,0,107,-188
2459,0,305,240
2460,1,258,219
2460,0,88,106
2460,0,63,-65
2460,0,59,-37
2460,0,672,268
2460,0,107,-34
2460,0,19,204
2460,0,65,30
2461,0,90,-35
2461,0,203,248
2461,0,44,129
2461,0,357,369
2461,0,89,64
2461,0,22,-212
2461,0,73,-87
2461,1,94,61
2461,0,277,145
2462,0,81,197
2462,0,82,-111
